Ticker,Company Name,CEO Name,Start Date,End Date,Source,Validation URL
ABUS,Arbutus Biopharma Corp,William H. Collier,2019-06-24,2023-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1447028/000117184319004042/f8k_061819.htm
ABUS,Arbutus Biopharma Corp,Michael J. McElhaugh,2024-01-01,2025-02-24,8-K,https://www.sec.gov/Archives/edgar/data/1447028/000117184323006795/f8k_110723.htm
ABUS,Arbutus Biopharma Corp,Lindsay Androski,2025-02-24,Present,8-K,https://www.sec.gov/Archives/edgar/data/1447028/000117184325001049/f8k_022525.htm
ABX,"Abacus Global Management, Inc.",Steven Sewell,2018-01-01,Present,Wikipedia (scraped),https://en.wikipedia.org/wiki/Abacus_Group
ACA,"Arcosa, Inc.","I need to find the CEO of Arcosa, Inc. from this DEF 14A filing.

Looking through the provided text:

1. The cover page and notice sections show Rhys J. Best as Chairman of the Board, but not as CEO.
2. Mark J. Elmore is listed as Vice President, Corporate Secretary and Associate General Counsel - not",,Present,SEC DEF 14A,https://www.sec.gov/Archives/edgar/data/1739445/000173944524000051/aca-20240326.htm
ACAD,ACADIA PHARMACEUTICALS INC,Leonard R. Borrmann,1998-05-01,2001-01-01,Wikipedia (scraped),https://en.wikipedia.org/wiki/Acadia_Pharmaceuticals
ACAD,ACADIA PHARMACEUTICALS INC,Uli Hacksell,2001-01-01,2015-03-11,8-K,https://www.sec.gov/Archives/edgar/data/1070494/000119312515087422/d887623d8k.htm
ACAD,ACADIA PHARMACEUTICALS INC,Stephen R. Davis,2015-03-11,2024-09-23,8-K,https://www.sec.gov/Archives/edgar/data/1070494/000119312515087422/d887623d8k.htm
ACAD,ACADIA PHARMACEUTICALS INC,Catherine Owen Adams,2024-09-23,Present,8-K,https://www.sec.gov/Archives/edgar/data/1070494/000119312524223726/d861822d8k.htm
ACCO,ACCO BRANDS Corp,David D. Campbell,2005-01-01,2008-10-22,8-K,https://www.sec.gov/Archives/edgar/data/712034/000091384908000589/f8k_102308.htm
ACCO,ACCO BRANDS Corp,Robert J. Keller,2008-10-22,2013-03-31,8-K,https://www.sec.gov/Archives/edgar/data/712034/000091384908000589/f8k_102308.htm
ACCO,ACCO BRANDS Corp,Boris Elisman,2013-03-31,2023-10-01,8-K,https://www.sec.gov/Archives/edgar/data/712034/000114420413002045/v332016_8-k.htm
ACCO,ACCO BRANDS Corp,Thomas W. Tedford,2023-10-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/712034/000095017023039942/acco-20230804.htm
ACEL,"Accel Entertainment, Inc.",Andy Rubenstein,2019-07-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1698991/000169899126000009/acel-20260202.htm
ACH,ACCENDRA HEALTH INC/VA/,G. Gilmer Minor,,2005-07-01,8-K,https://www.sec.gov/Archives/edgar/data/75252/000119312505069583/d8k.htm
ACH,ACCENDRA HEALTH INC/VA/,Craig R. Smith,2005-07-01,2014-09-01,8-K,https://www.sec.gov/Archives/edgar/data/75252/000119312505069583/d8k.htm
ACH,ACCENDRA HEALTH INC/VA/,James L. Bierman,2014-09-01,2015-07-01,8-K,https://www.sec.gov/Archives/edgar/data/75252/000119312514283430/d765329d8k.htm
ACH,ACCENDRA HEALTH INC/VA/,P. Cody Phipps,2015-07-01,2018-11-07,8-K,https://www.sec.gov/Archives/edgar/data/75252/000119312515198927/d930220d8k.htm
ACH,ACCENDRA HEALTH INC/VA/,Robert C. Sledd,2018-11-07,2019-03-04,8-K,https://www.sec.gov/Archives/edgar/data/75252/000007525218000137/cp8k.htm
ACH,ACCENDRA HEALTH INC/VA/,Edward A. Pesicka,2019-03-04,Present,8-K,https://www.sec.gov/Archives/edgar/data/75252/000007525219000024/pesickabylawsfeb198k.htm
ACHR,Archer Aviation Inc.,Brett Adcock,2018-10-16,2022-04-13,8-K,https://www.sec.gov/Archives/edgar/data/1824502/000110465922046959/tm2212861d4_8k.htm
ACHR,Archer Aviation Inc.,Adam Goldstein,2022-04-13,Present,8-K,https://www.sec.gov/Archives/edgar/data/1824502/000110465922046959/tm2212861d4_8k.htm
ACIC,AMERICAN COASTAL INSURANCE Corp,Melvin Russell,,2008-10-06,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152112000025/form8-k08jun12newceo.htm
ACIC,AMERICAN COASTAL INSURANCE Corp,Donald J. Cronin,2008-10-06,2012-05-01,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000119312508206773/d8k.htm
ACIC,AMERICAN COASTAL INSURANCE Corp,John L. Forney,2012-06-14,2020-06-30,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152112000025/form8-k08jun12newceo.htm
ACIC,AMERICAN COASTAL INSURANCE Corp,R. Daniel Peed,2020-07-01,2025-02-11,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152120000130/uihc-20200618.htm
ACIC,AMERICAN COASTAL INSURANCE Corp,B. Bradford Martz,2025-02-11,Present,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152125000021/uihc-20250212.htm
ACIW,"ACI WORLDWIDE, INC.",Gregory D. Derkacht,,2005-03-08,8-K,https://www.sec.gov/Archives/edgar/data/935036/000093503605000022/annualmtng8k.txt
ACIW,"ACI WORLDWIDE, INC.","Thomas W. Warsop, III",2005-03-08,2005-03-08,Wikipedia (scraped),https://en.wikipedia.org/wiki/ACI_Worldwide
ACIW,"ACI WORLDWIDE, INC.",Philip G. Heasley,2005-03-08,2019-12-31,8-K,https://www.sec.gov/Archives/edgar/data/935036/000093503605000022/annualmtng8k.txt
ACIW,"ACI WORLDWIDE, INC.",Craig Saks,2020-01-01,2020-03-09,8-K,https://www.sec.gov/Archives/edgar/data/935036/000119312519313885/d823536d8k.htm
ACIW,"ACI WORLDWIDE, INC.",Odilon Almeida,2020-03-09,2022-11-08,8-K,https://www.sec.gov/Archives/edgar/data/935036/000119312520042369/d894804d8k.htm
ACIW,"ACI WORLDWIDE, INC.",Thomas Warsop,2022-11-08,Present,8-K,https://www.sec.gov/Archives/edgar/data/935036/000119312522279722/d405654d8k.htm
ACLS,AXCELIS TECHNOLOGIES INC,Mary G. Puma,,2023-05-11,8-K,https://www.sec.gov/Archives/edgar/data/1113232/000110465923059495/tm2314798d1_8k.htm
ACLS,AXCELIS TECHNOLOGIES INC,Russell J. Low,2023-05-11,Present,8-K,https://www.sec.gov/Archives/edgar/data/1113232/000110465923059495/tm2314798d1_8k.htm
ACMR,"ACM Research, Inc.",David Wang,1998-01-01,Present,Wikipedia (scraped),https://en.wikipedia.org/wiki/ACM_Research
ACNB,ACNB CORP,Thomas A. Ritter,,2017-05-05,8-K,https://www.sec.gov/Archives/edgar/data/715579/000110465917004151/a17-3014_28k.htm
ACNB,ACNB CORP,James P. Helt,2017-05-05,Present,8-K,https://www.sec.gov/Archives/edgar/data/715579/000110465917004151/a17-3014_28k.htm
ACNT,ASCENT INDUSTRIES CO.,Ralph Matera,,2005-09-30,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595305000022/synl8k18aug05.htm
ACNT,ASCENT INDUSTRIES CO.,Ronald H. Braam,2006-01-01,2011-01-24,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595305000035/synl8k21dec05.htm
ACNT,ASCENT INDUSTRIES CO.,Craig C. Bram,2011-01-24,2020-11-09,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595311000002/body.htm
ACNT,ASCENT INDUSTRIES CO.,Christopher G. Hutter,2020-11-09,2024-02-10,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595320000129/synl-20201023.htm
ACNT,ASCENT INDUSTRIES CO.,J. Bryan Kitchen,2024-02-10,Present,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595324000002/acnt-20240209.htm
ACR,ACRES Commercial Realty Corp.,Robert C. Lieber,,2020-07-31,8-K,https://www.sec.gov/Archives/edgar/data/1332551/000119312520208347/d946697d8k.htm
ACR,ACRES Commercial Realty Corp.,Mark S. Fogel,2020-07-31,2026-04-30,8-K,https://www.sec.gov/Archives/edgar/data/1332551/000119312520208347/d946697d8k.htm
ACR,ACRES Commercial Realty Corp.,Andrew Fentress,2026-04-30,Present,8-K,https://www.sec.gov/Archives/edgar/data/1332551/000119312526193833/acr-20260427.htm
ACRE,Ares Commercial Real Estate Corp,Robert L. Rosen,,2013-06-01,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000152937717000066/a8k-appointmentofofficer.htm
ACRE,Ares Commercial Real Estate Corp,Todd S. Schuster,2013-06-01,2015-08-26,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000110465913041606/a13-12478_18k.htm
ACRE,Ares Commercial Real Estate Corp,John Jardine,2015-08-28,2017-10-31,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000110465915062618/a15-18762_18k.htm
ACRE,Ares Commercial Real Estate Corp,James A. Henderson,2017-10-31,Present,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000152937717000066/a8k-appointmentofofficer.htm
ACRS,"Aclaris Therapeutics, Inc.",Douglas Manion,2023-01-01,2024-01-16,8-K,https://www.sec.gov/Archives/edgar/data/1557746/000110465922121225/tm2231125d1_8k.htm
ACRS,"Aclaris Therapeutics, Inc.",Neal Walker,2024-01-17,Present,8-K,https://www.sec.gov/Archives/edgar/data/1557746/000155837024000373/acrs-20240115x8k.htm
ACT,"Enact Holdings, Inc.",Rohit Gupta,,Present,SEC DEF 14A,https://www.sec.gov/Archives/edgar/data/1823529/000182352926000098/act-20260325.htm
ACTG,ACACIA RESEARCH CORP,Paul R. Ryan,1997-01-01,2012-01-12,8-K,https://www.sec.gov/Archives/edgar/data/934549/000119312512009894/d281890d8k.htm
ACTG,ACACIA RESEARCH CORP,Matthew Vella,2013-08-01,2015-12-21,8-K,https://www.sec.gov/Archives/edgar/data/934549/000119312513283647/d564930d8k.htm
ACTG,ACACIA RESEARCH CORP,Marvin Key,2015-12-21,2017-04-19,8-K,https://www.sec.gov/Archives/edgar/data/934549/000093454915000074/vella_resignationx8k.htm
ACTG,ACACIA RESEARCH CORP,Clifford Press,2019-09-03,2022-10-31,8-K,https://www.sec.gov/Archives/edgar/data/934549/000093454919000048/a8-k_officerxappointmentsx.htm
ACTG,ACACIA RESEARCH CORP,Martin D. McNulty Jr.,2022-10-31,Present,8-K,https://www.sec.gov/Archives/edgar/data/934549/000110465922113094/tm2229255d1_8k.htm
ACTU,"ACTUATE THERAPEUTICS, INC.",Daniel M. Schmitt,,Present,SEC DEF 14A,https://www.sec.gov/Archives/edgar/data/1652935/000168316826002691/actuate_def14a1.htm
ACU,ACME UNITED CORP,Walter C. Johnsen,1995-11-30,Present,Wikipedia (scraped),https://en.wikipedia.org/wiki/Acme_United_Corporation
ACVA,ACV Auctions Inc.,GEORGE CHAMOUN,,Present,SEC DEF 14A,https://www.sec.gov/Archives/edgar/data/1637873/000119312526158987/d27393ddef14a.htm
ADAM,"ADAMAS TRUST, INC.",David A. Akre,,2009-02-03,8-K,https://www.sec.gov/Archives/edgar/data/1273685/000114420409005101/v138758_8-k.htm
ADAM,"ADAMAS TRUST, INC.",Steven R. Mumma,2009-02-03,2022-01-01,8-K,https://www.sec.gov/Archives/edgar/data/1273685/000114420409005101/v138758_8-k.htm
ADAM,"ADAMAS TRUST, INC.",Jason T. Serrano,2022-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1273685/000127368521000098/nymt-20211116.htm
ADEA,Adeia Inc.,Jon Kirchner,,2022-10-01,8-K,https://www.sec.gov/Archives/edgar/data/1803696/000119312522252733/d381655d8k.htm
ADEA,Adeia Inc.,Paul E. Davis,2022-10-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1803696/000119312522252733/d381655d8k.htm
ADMA,"ADMA BIOLOGICS, INC.",Adam S. Grossman,,Present,SEC DEF 14A,https://www.sec.gov/Archives/edgar/data/1368514/000114036126014799/ny20064057x1_def14a.htm
ADNT,Adient plc,R. Bruce McDonald,,2018-06-11,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000119312518188751/d606085d8k.htm
ADNT,Adient plc,Douglas G. Del Grosso,2018-06-11,2018-06-11,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000167054123000148/adnt-20231108.htm
ADNT,Adient plc,Frederick A. Henderson,2018-06-11,2018-09-30,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000119312518188751/d606085d8k.htm
ADNT,Adient plc,Douglas G. DelGrosso,2018-10-01,2024-01-01,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000119312518272289/d608330d8k.htm
ADNT,Adient plc,Jerome J. Dorlack,2024-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000167054123000148/adnt-20231108.htm
ADPT,Adaptive Biotechnologies Corp,Bent U. Frandsen,Unknown,Present,Wikipedia (scraped),https://en.wikipedia.org/wiki/ExpreS2ion_Biotechnologies
ADTN,"ADTRAN Holdings, Inc.",Mark C. Smith,1986-01-01,2005-09-10,8-K,https://www.sec.gov/Archives/edgar/data/926282/000119312505143958/d8k.htm
ADTN,"ADTRAN Holdings, Inc.",Thomas R. Stanton,2005-09-10,Present,8-K,https://www.sec.gov/Archives/edgar/data/926282/000119312505143958/d8k.htm
ADUS,Addus HomeCare Corp,Mark Heaney,,2016-01-18,8-K,https://www.sec.gov/Archives/edgar/data/1468328/000119312516435798/d128889d8k.htm
ADUS,Addus HomeCare Corp,R. Dirk Allison,2016-01-18,Present,8-K,https://www.sec.gov/Archives/edgar/data/1468328/000119312516435798/d128889d8k.htm
ADV,Advantage Solutions Inc.,Tanya Domier,,2022-04-01,8-K,https://www.sec.gov/Archives/edgar/data/1776661/000094787122000311/ss832426_8k.htm
ADV,Advantage Solutions Inc.,Jill Griffin,2022-04-01,2023-01-16,8-K,https://www.sec.gov/Archives/edgar/data/1776661/000094787122000311/ss832426_8k.htm
ADV,Advantage Solutions Inc.,David Peacock,2023-02-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1776661/000119312523010252/d413458d8k.htm
AEBI,Aebi Schmidt Holding AG,Barend Fruithof,Unknown,Present,Wikipedia (scraped),https://en.wikipedia.org/wiki/AEBI
AEHR,AEHR TEST SYSTEMS,Rhea J. Posedel,,2012-01-03,8-K,https://www.sec.gov/Archives/edgar/data/1040470/000104047012000005/e8k010912.txt
AEHR,AEHR TEST SYSTEMS,Gayn Erickson,2012-01-03,Present,8-K,https://www.sec.gov/Archives/edgar/data/1040470/000104047012000005/e8k010912.txt
AEIS,ADVANCED ENERGY INDUSTRIES INC,Douglas S. Schatz,,,8-K,https://www.sec.gov/Archives/edgar/data/927003/000103570405000008/d21458e8vk.htm
AEIS,ADVANCED ENERGY INDUSTRIES INC,Hans Georg Betz,,2008-03-29,8-K,https://www.sec.gov/Archives/edgar/data/927003/000103570407000850/d52546e8vk.htm
AEIS,ADVANCED ENERGY INDUSTRIES INC,Garry Rogerson,2008-03-29,2014-09-30,8-K,https://www.sec.gov/Archives/edgar/data/927003/000092700314000052/a8-kceotransition.htm
AEIS,ADVANCED ENERGY INDUSTRIES INC,Yuval Wasserman,2014-10-01,2021-03-01,8-K,https://www.sec.gov/Archives/edgar/data/927003/000092700314000070/form8-kappointmentofofficer.htm
AEIS,ADVANCED ENERGY INDUSTRIES INC,Stephen D. Kelley,2021-03-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/927003/000155837021000844/aeis-20210208x8k.htm
AEO,AMERICAN EAGLE OUTFITTERS INC,James V. O'Donnell,2002-12-01,2012-01-28,8-K,https://www.sec.gov/Archives/edgar/data/919012/000091901211000011/form8kjod.htm
AEO,AMERICAN EAGLE OUTFITTERS INC,Robert L. Hanson,2012-01-28,2014-01-22,8-K,https://www.sec.gov/Archives/edgar/data/919012/000091901212000005/aeo8k2011cc.htm
AEO,AMERICAN EAGLE OUTFITTERS INC,Jay L. Schottenstein,2014-01-22,Present,8-K,https://www.sec.gov/Archives/edgar/data/919012/000089882214000049/aeobody.htm
AESI,Atlas Energy Solutions Inc.,Ben M. Brigham,,2017-01-01,8-K,https://www.sec.gov/Archives/edgar/data/1984060/000095017024026263/aesi-20240305.htm
AESI,Atlas Energy Solutions Inc.,Robert Piconi,2017-01-01,2024-03-06,Wikipedia (scraped),https://en.wikipedia.org/wiki/Energy_Vault
AESI,Atlas Energy Solutions Inc.,John Turner,2024-03-06,Present,8-K,https://www.sec.gov/Archives/edgar/data/1984060/000095017024026263/aesi-20240305.htm
AEVA,"Aeva Technologies, Inc.",Soroush Salehian,2016-12-05,Present,Wikipedia (scraped),https://en.wikipedia.org/wiki/Aeva
AEYE,AUDIOEYE INC,Nathaniel Bradley,,2015-04-24,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000110465915030474/a15-10000_18k.htm
AEYE,AUDIOEYE INC,Todd Bankofier,2015-11-04,2019-09-16,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000114420415064013/v424231_8k.htm
AEYE,AUDIOEYE INC,Heath Thompson,2020-03-23,2020-08-13,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000110465920027503/tm2011353d1_8k.htm
AEYE,AUDIOEYE INC,David Moradi,2020-08-13,2026-05-04,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000110465920096573/tm2028872d1_8k.htm
AEYE,AUDIOEYE INC,Kelly Georgevich,2026-05-04,Present,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000110465926056647/tm2613765d1_8k.htm
AGIO,"AGIOS PHARMACEUTICALS, INC.",David P. Schenkein,,2019-02-01,8-K,https://www.sec.gov/Archives/edgar/data/1439222/000119312518266635/d621128d8k.htm
AGIO,"AGIOS PHARMACEUTICALS, INC.",Jacqualyn A. Fouse,2019-02-01,2022-08-08,8-K,https://www.sec.gov/Archives/edgar/data/1439222/000119312518266635/d621128d8k.htm
AGIO,"AGIOS PHARMACEUTICALS, INC.",Brian Goff,2022-08-08,Present,8-K,https://www.sec.gov/Archives/edgar/data/1439222/000119312522192006/d267394d8k.htm
AGL,"agilon health, inc.",Steven J. Sell,,2025-07-29,8-K,https://www.sec.gov/Archives/edgar/data/1831097/000162828025037426/agl-20250729.htm
AGL,"agilon health, inc.",Tim O'Rourke,2026-05-07,Present,8-K,https://www.sec.gov/Archives/edgar/data/1831097/000162828026027512/agl-20260424.htm
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Henry D. Edelman,1989-06-01,2008-09-30,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587708000054/form8k.htm
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Zachary N. Carpenter,2008-09-30,2008-09-30,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587725000244/agm-20250925.htm
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Michael A. Gerber,2008-09-30,2012-10-03,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587708000054/form8k.htm
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Timothy L. Buzby,2012-10-03,2017-12-07,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587712000146/a20121003ceotransition.htm
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Lowell L. Junkins,2017-12-07,2018-10-15,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587717000167/a201712078-k1.htm
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Bradford T. Nordholm,2018-10-15,Present,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587718000177/a20181102formeractingceoco.htm
AGX,ARGAN INC,Rainer H. Bosselmann,,2022-08-16,8-K,https://www.sec.gov/Archives/edgar/data/100591/000155837022013789/agx-20220816x8k.htm
AGX,ARGAN INC,David H. Watson,2022-08-16,Present,8-K,https://www.sec.gov/Archives/edgar/data/100591/000155837022013789/agx-20220816x8k.htm
